P00001606T0076|14 37|alkaline phosphatases and 5
P08643111A0855|16 19|hLL2
P08643382A0752|78 86|cDNA clone
P08643382A0752|104 121|chloroplast protein
P08643513A0361|18 71|rOC promoter-chloramphenicol acetyltransferase constructs
P08643513A0361|120 135|proximal promoter
P08643513A0361|178 192|osteocalcin gene
P08643513A0361|90 94|AML-1
P08643557A0259|27 37|HOX proteins
P08643557A0259|60 70|target genes
P08643578A0000|57 60|Ras2
P08643578A0000|141 144|lacZ
P08643578A0000|141 144|lacZ
P08643578A0000|185 188|FUS1
P08643578A0000|135 137|TyA
P08643578A0532|12 32|Rho family protein Cdc42
P08643578A0532|119 122|lacZ
P08643578A0532|113 115|TyA
P08643633A1187|40 41|N1
P08643633A1187|54 57|CBF1
P08643633A1187|43 49|deltaEC
P08643646A0479|18 21|verA
P08643682A0268|29 44|wild-type CBFbeta
P08643682A0268|139 162|wild-type or fusion protein
P08643682A0268|51 76|CBFbeta-SMMHC fusion protein
P08644734A0404|22 31|human cDNAs
P08645214A1052|15 18|BL21
P08645214A1052|41 58|recombinant plasmid
P08645214A1052|158 169|native enzyme
P08645214A1052|72 94|catalase-peroxidase gene
P08645214A1052|20 22|DE3
P08645219A1377|26 33|S100 beta
P08645219A1377|86 100|Zn2+ binding site
P08645219A1377|138 155|Ca2+ binding domains
P08645219A1377|63 67|MRP14
P08647086A0622|22 29|cyclin D1
P08647086A0720|69 77|H1 histone
P08647086A0720|145 153|HeLa cells
P08647086A0720|3 6|Cdk2
P08647086A0720|3 6|Cdk2
P08647086A0720|126 140|nuclear proteins
P08647086T0000|0 23|Cyclin-dependent kinase-2
P08647086T0000|56 63|cyclin D1
P08647086T0000|116 119|Cdk7
P08647086T0000|56 63|cyclin D1
P08647086T0000|37 51|inactive complex
P08647091A0592|63 67|exons
P08647091A0592|135 151|mammalian ADH genes
P08647091A0592|101 107|introns
P08647264T0000|10 13|CD40
P08647264T0000|133 153|cysteine protease CPP32
P08647264T0000|184 187|PARP
P08647264T0000|21 47|Ramos-Burkitt lymphoma B cells
P08647434A1124|38 47|antibodies
P08647434A1124|64 66|TBP
P08647434A1124|64 66|TBP
P08647451A0663|41 47|HEP-COP
P08647802A0000|1 32|human cytoplasmic signaling protein
P08647802A0000|109 112|Grb2
P08647822T0000|14 50|sterol regulatory element binding protein
P08647884A0547|52 69|MHC class I molecules
P08648408A0792|35 37|Hyp
P08648665A0956|8 19|LE6 deletions
P08648665A0956|112 123|wild-type LE6
P08648665A0956|74 89|transformed cells
P08648665A1320|0 4|ORF E8
P08648665A1320|123 135|pZipNeo vector
P08648665A1320|17 21|ORF E6
P08648726A0713|19 27|ZI domains
P08648726A0713|73 75|ZIA
P08648726A0713|84 93|ZID domains
P08648726A0713|104 112|ZIB domain
P08648726A0713|77 79|ZIC
P08648726A0713|39 53|minimal promoter
P08649372A0501|0 3|Clb2
P08649372A0501|47 63|MCB-binding factor
P08649372A0501|5 15|Cdc28 kinase
P08649372A0755|3 17|carboxy terminus
P08649372A0755|54 57|Swi6
P08649372A0755|54 57|Swi6
P08649372A0755|20 23|Mbp1
P08649372A0755|3 17|carboxy terminus
P08649372A0755|20 23|Mbp1
P08649373T0000|60 68|chromatin
P08649373T0000|74 87|human c-myc gene
P08649386A1032|4 24|UASH consensus sequence
P08649386A1032|73 96|consensus Abf1 binding site
P08649389A0000|25 43|human CTCF cDNA clones
P08649389A0000|182 204|human amino acid sequences
P08649389A0692|23 24|P2
P08649389A0692|34 37|CTCF
P08649389A0692|138 151|human c-myc gene
P08649389A0692|109 132|transcriptional repressor
P08649389A0692|34 48|CTCF binding site
P08649393A0000|43 46|s138
P08649403A0963|18 37|reg1 reg2 double mutant
P08649403A0963|94 106|protein kinase
P08649403A0963|82 85|SNF1
P08649405T0000|0 2|Sp1
P08649405T0000|83 85|AP1
P08649405T0000|54 65|myeloid cells
P08649424A0000|15 42|phenylalanine hydroxylase gene
P08649425A0373|21 28|enhancer
P08649425A0373|57 62|DNase I
P08649425T0000|48 81|mouse immunoglobulin kappa 3' enhancer
P08649427A0689|32 35|cDNA
P08649427A0689|99 114|GTPase regulators
P08649428A1227|65 84|c-mos oncogene product
P08649428A1227|120 123|Cdc2
P08649773A1374|12 16|BCL-6
P08649773A1374|90 101|B lymphocytes
P08649773A1374|30 53|transcriptional repressor
P08649841A0956|15 18|uORF
P08649841A0956|102 116|CAT reporter gene
P08649841A0956|183 189|CAT mRNA
P08649841A0956|145 154|CAT protein
P08649841A0956|70 89|heterologous promoter
P08651853A0607|93 95|CA1
P08651853A0607|176 184|CA4 region
P08652081A1953|98 101|IL-1
P08652081A1953|182 185|IL-4
P08652081A1953|131 134|IL-3
P08654375A0544|76 85|N-terminus
P08654375A0544|124 142|DNA binding POU domain
P08654375A0544|152 156|Oct-2
P08654375A0544|145 149|Oct-1
P08654375A0544|88 91|Bob1
P08654390A0000|0 13|Heme oxygenase 1
P08654435A0540|29 32|WM12
P08654435A0540|50 52|CD3
P08654435A0540|61 64|Erk2
P08654435A0540|61 64|Erk2
P08654435A0540|46 48|TCR
P08654946A0475|60 63|FGF3
P08654946A0475|117 125|human gene
P08654946A0986|31 46|proximal promoter
P08654946A0986|61 75|mouse promoter P3
P08654983A0000|101 109|Bs srb gene
P08654983A0000|138 170|mammalian SRP receptor alpha-subunit
P08655497A0000|1 9|novel gene
P08655497A0000|142 156|multicopy vector
P08655497A0000|49 73|Escherichia coli K-12 genome
P08655555A0772|36 47|34 bp upstream
P08655555A1368|62 69|TGn motif
P08655555A1368|102 121|prokaryotic promoters
P08656672A0678|13 16|mRNA
P08656672A0678|127 153|cervix carcinoma cell line HeLa
P08656672A0678|52 76|positive leukemia cell lines
P08657135A1444|30 33|CKII
P08657135A1444|115 142|muscle gene regulatory elements
P08657135A1444|84 101|E protein homodimers
P08657150A1049|33 36|NCE3
P08657150A1049|68 75|SIN5 gene
P08657157A0000|0 24|Transcriptional regulators
P08657157A0000|81 102|multi-protein complexes
P08657157A0000|166 188|octamer sequence elements
P08657157A0000|37 45|POU domain
P08657157A0000|37 61|POU domain DNA-binding motif
P08657183A0145|30 41|DNA fragments
P08657183A0145|72 82|unknown gene
P08657918A0360|72 85|dorsal portions
P08659545A0000|42 58|human chromosome 21
P08659545A0000|153 169|chromosome 21 genes
P08660866A0504|33 35|Brd
P08660892A1044|55 82|wild-type SRF expression vector
P08660892A1044|144 147|MyoD
P08660892A1044|151 156|Mef-2C
P08660892A1044|122 136|myogenic factors
P08660998A0851|3 16|mMIWC1 promoter
P08660998A0851|146 178|mMIWC1 translational initiation site
P08660998A0851|126 138|621 bp upstream
P08661007T0000|33 55|carbonic anhydrase family
P08661007T0000|69 87|exon to protein domain
P08661100A0285|3 13|exon-intron
P08661100A0285|68 74|App gene
P08661101A0396|73 76|CRP1
P08661104A0687|52 72|nonlymphoid human cells
P08661114A0564|61 81|Drosophila SIM proteins
P08661116A0963|69 74|D3 mRNA
P08661116A0963|165 170|-122 bp
P08661116A0963|143 150|promoter
P08661119A0085|17 44|human EP4 receptor gene sequence
P08661119A0085|103 128|peripheral blood lymphocytes
P08661119A0085|80 87|EP4R cDNA
P08662193A0404|13 32|activation subdomains
P08662193A0404|98 120|carboxyl-terminal region
P08662193A0404|123 126|NIT4
P08662193A0404|40 60|negative-acting region
P08662617A2051|34 36|HIP
P08662617A2051|129 154|uterine epithelial cell lines
P08662617A2051|40 75|membrane-associated HP-binding protein
P08662789A0673|83 88|RPS30A
P08662852A1297|21 24|GRK2
P08662852A1297|57 79|extreme carboxyl terminus
P08662852A1297|113 116|GRK1
P08662852A1297|143 151|rhodopsin
P08662852A1297|85 91|beta2AR
P08662852A1297|28 51|GRK5 phosphoacceptor sites
P08662928A1153|65 76|STAT proteins
P08662928T0000|33 36|IL-6
P08662928T0000|111 130|IL-6 response elements
P08662928T0000|42 50|cytokines
P08662936A0428|23 44|FR-19 amino acid sequence
P08662936A0428|132 157|TEA domain-containing factor
P08663000A0000|134 142|TGF-beta1
P08663120T0000|9 13|Raf-1
P08663120T0000|38 61|mitogen-activated protein
P08663120T0000|23 33|p70 S6 kinase
P08663127A0697|20 23|KCC1
P08663127A0697|172 188|C-terminal regions
P08663127A0697|67 88|12 transmembrane domains
P08663141T0000|1 20|cis-acting DNA element
P08663141T0000|45 71|transcription initiation site
P08663141T0000|115 138|human angiotensinogen gene
P08663141T0000|94 112|regulatory sequences
P08663141T0000|35 41|TATA box
P08663172A0311|16 39|hydrophobic amino terminus
P08663219A0246|16 27|rat PGS-2 gene
P08663219A0246|78 84|CAAT box
P08663219A0246|128 142|CAT reporter gene
P08663219A0246|161 171|E-box region
P08663219A0246|19 23|PGS-2
P08663219A0246|37 76|CAAT enhancer-binding protein consensus site
P08663310A0157|8 10|SRF
P08663310A0157|86 105|immediate-early genes
P08663310A0157|59 79|cellular response genes
P08663326A0000|8 14|sigma54
P08663326A0000|88 94|enzymes
P08663326A0000|25 28|DmpR
P08663392A0215|27 39|human DSG3 gene
P08664229T0000|31 54|Humphrey 500 autorefractor
P08664229T0000|61 85|Nidek AR-1000 autorefractor
P08665853A0228|7 19|interleukin-3
P08665853A0228|108 113|ErbB-3
P08665853A0228|161 166|ErbB-2
P08665853A0228|152 157|ErbB-1
P08665853A0228|65 76|ErbB proteins
P08666102A0820|0 3|ZIOS
P08666102A0820|61 63|Ptc
P08666238T0000|71 87|heat-shocked cells
P08666383A1252|148 158|human genome
P08666398T0000|44 47|CLN3
P08666404A0311|71 104|protein serine-threonine phosphatase
P08666404A0311|156 158|PP5
P08666404A0311|150 159|human PPP5C
P08666913A0000|0 4|Ly-49
P08666913A0000|64 80|murine chromosome 6
P08666913A0000|8 40|family type II transmembrane proteins
P08668124A0744|3 17|Dox-A2 ORF driven
P08668124A0744|78 81|sun2
P08668124A0744|23 34|TDH3 promoter
P08668142A1048|17 21|hARF4
P08668158A0765|30 33|Rpm1
P08668158A0765|90 97|promoter
P08668158A0765|90 97|promoter
P08668158A0765|218 221|RPM1
P08668158A0765|118 129|tRNA met f gene
P08668158A0765|118 129|tRNA met f gene
P08668158A0765|77 83|tRNAPro
P08668158A1252|23 37|mutant RPM1 genes
P08668190A1364|28 38|hum1 mutants
P08668190A1364|87 90|Hum1
P08668201A1059|44 58|AU-rich sequence
P08668203A1230|0 2|FTF
P08668203A1230|109 112|SF-1
P08668203A1230|78 98|endodermal sublineages
P08668210A0000|61 65|Raf-1
P08668210A0000|71 100|mitogen-activated protein kinase
P08668210A0000|67 69|MEK
P08670853A0000|18 27|E-cadherin
P08670910A0156|0 13|DNA polymerase E
P08670910A0156|15 26|DNA ligase III
P08672242A0517|7 28|reporter gene constructs
P08672242A0517|65 74|P1 promoter
P08675763A0788|49 51|Lys
P08675821A0657|10 13|EMPD
P08676266A0838|15 22|protease
P08676383A0518|0 15|Each half molecule
P08676454A0731|33 37|ICP35
P08676454A0731|33 37|ICP35
P08676456A0879|72 75|AP-1
P08676456A0879|115 134|VP16 activation domain
P08676858A0309|36 47|S-RNase genes
P08676858A0309|187 192|RNases
P08676858A0309|180 181|T2
P08680702A0548|165 170|Vo2DIR
P08680702A0548|284 291|Vo2INDIR
P08680706A0889|21 23|PO2
P08680706A0889|25 28|FlO2
P08682317A0900|43 65|HS transcription factor-1
P08682317A0900|67 71|HSF-1
P08683106A0374|8 11|IL-2
P08683106A0374|33 42|STAT1 alpha
P08683106A0374|8 11|IL-2
P08683106A0374|15 23|IFN-alpha
P08683106A0374|33 42|STAT1 alpha
P08683106A0374|46 50|STAT5
P08683106A0374|46 50|STAT5
P08683106A0374|15 23|IFN-alpha
P08683108A0965|44 47|CREB
P08683108A0965|96 111|junB CRE-like site
P08683108A0965|135 152|mutant CRE-like site
P08683108A0965|61 87|transcription factor proteins
P08683108A1501|51 64|protein kinase A
P08683108A1501|106 109|junB
P08683108A1501|95 97|mIg
P08683983A0785|21 30|70 D protein
P08683983A1163|35 41|intron 1
P08683983A1163|74 82|c-myb gene
P08684522A0415|84 97|type IV collagen
P08686381A0527|75 125|Schizosaccharomyces pombe polyadenylate binding protein
P08686381A0527|189 222|transcription regulatory protein Swi3
P08686381A0527|174 184|BCR 5' region
P08688556A0242|104 136|clathrin heavy chain-deficient yeast
P08688556A0242|142 145|scd1
P08688556A0242|138 140|Chc
P08690198A0346|116 119|R2LC
P08691106A0733|30 37|nuclease
P08691106A0733|71 104|somatotroph-like cell nuclear protein
P08691962T0000|54 84|peripheral blood mononuclear cells
P08692885A0663|12 14|A20
P08692885A0663|55 80|C-terminal zinc finger domain
P08692885A0663|22 30|NF-kappaB
P08692892A0330|120 133|wild-type cells
P08692892A0330|148 159|alpha-factor
P08692924A0328|8 18|DNA sequence
P08692924A0328|57 61|BCL-6
P08692924A0328|148 158|B-cell lines
P08692924A0328|100 119|DNA-binding complexes
P08692924A0328|46 61|recombinant BCL-6
P08698756A1240|59 61|Q10
P08700531A1420|7 17|chromosome X
P08700531A1420|163 170|cph locus
P08700531A1420|258 296|chemically transformed hamster fibroblasts
P08700531A1420|211 221|cph oncogene
P08700531A1420|63 90|neoplastic Syrian hamster cells
P08702543A0000|0 3|Gap1
P08702543A0000|26 53|Ras GTPase-activating proteins
P08702543A0000|5 7|IP4
P08702543A0000|5 9|IP4BP
P08702556A0000|46 72|phosphatidic acid phosphatase
P08702633A0164|85 101|Shc adapter protein
P08702633A0164|107 117|Grb2 complex
P08702633A0164|144 177|Ras guanine nucleotide exchange factor
P08702633A0164|85 87|Shc
P08702644A0499|1 4|cDNA
P08702644A0499|40 45|apoB17
P08702644A0499|74 115|last 37 amino acids of decay-accelerating factor
P08702644A0499|1 4|cDNA
P08702644A0499|35 38|apoB
P08702728A1325|26 50|wild-type Shc or Y317F mutant
P08702728A1325|58 66|HIRc cells
P08702756A0000|3 13|small GTPase
P08702756A0000|67 87|actin-myosin filaments
P08702807A0964|78 81|MKK1
P08702807A0964|136 150|cyclin D1 protein
P08702807A0964|109 124|cyclin D1 promoter
P08702826A0870|34 53|GSTP1 silencer element
P08702826A0870|102 110|MCF7 cells
P08702826A0870|80 99|heterologous promoter
P08702845A0000|181 190|COS-7 cells
P08702845A0000|232 243|COOH terminus
P08702845A0000|212 221|mutant DATs
P08702936A0168|35 66|inserting 5' portion-enriched cDNAs
P08702936A0168|167 173|CD4 cDNA
P08702936A0168|71 130|phytohemagglutinin-stimulated peripheral blood mononuclear cells
P08702936A0984|23 26|TARC
P08702936A0984|59 74|peripheral T cells
P08702936A0984|94 105|granulocytes
P08702936A0984|83 91|monocytes
P08702936A0984|46 55|T cell lines
P08703005A0645|3 20|cis-acting elements
P08703005A0645|70 92|transcription factors Sp1
P08703005A0645|96 103|alphaCbf
P08703005A0645|55 66|binding sites
P08703010A0905|27 43|cis-acting element
P08703010A0905|68 87|GAP-43 promoter region
P08703010A0905|173 193|E-box-binding proteins
P08703010A0905|147 156|GAP-43 gene
P08703010A0905|48 54|E1 E-box
P08703908A1814|39 42|SF-1
P08703908A1814|110 117|StAR gene
P08703959A0659|87 96|lesion site
P08704124A0420|13 24|six fragments
P08704124A0420|45 54|2022 bp cDNA
P08704124A0420|56 63|VrCDPK-1
P08704124A0420|26 29|CPK3
P08704240A1111|10 18|TF-1 cells
P08704240A1111|49 52|CREB
P08704240A1111|93 99|PIXY321
P08704240A1111|26 31|GM-CSF
P08706368A1024|104 107|FIO2
P08706662A1125|35 42|perforin
P08706662A1125|116 158|killer-cell-specific trans-acting factor NF-P2
P08706662A1125|55 72|non-cytotoxic cells
P08706731A1303|84 93|Ypr10 genes
P08706731A1303|97 108|ribonuclease
P08706731A1303|236 248|PR-10 proteins
P08706731A1303|97 108|ribonuclease
P08706731A1303|97 113|ribonuclease genes
P08707424A0709|15 25|ERV3 env mRNA
P08707825A0063|25 41|smooth muscle cells
P08707825A0063|172 192|monoclonal antibody R4A
P08707825A0063|198 210|full-size cDNA
P08707825A0063|137 153|muscle cDNA library
P08707840A0753|45 47|p58
P08707840A0753|55 57|p54
P08707840A0753|109 111|p62
P08707840A0753|86 103|nuclear pore complex
P08707840A0753|49 51|p45
P08707846A2308|183 198|a-factor receptor
P08707922A0334|0 27|Transcription initiation sites
P08707922A0334|121 146|translation initiation codon
P08709224T0000|0 31|Epstein-Barr virus nuclear protein 2
P08709224T0000|61 79|human SNF-SWI complex
P08709224T0000|87 90|Ini1
P08709224T0000|81 85|hSNF5
P08709224T0000|33 37|EBNA2
P08709245A1521|60 64|Ser-2
P08709245A1521|206 210|HDAgs
P08709251A0000|132 154|putative DNA helicase gene
P08709251A0000|231 241|AcNPV mutant
P08709251A0000|200 202|eh2
P08709637A1471|29 44|IL-7R alpha chains
P08709637A1471|88 92|STATs
P08709637A1471|136 150|precursor B cells
P08709637A1471|81 84|JAKs
P08710151A0782|88 93|class B
P08710371A0000|37 64|oncogenic human polyomavirus BK
P08710371A0000|100 102|p53
P08710371A0000|77 102|tumor-suppressor protein p53
P08710371A0499|18 29|23 bp sequence
P08710371A0499|49 69|consensus binding sites
P08710377A0577|0 2|Cbl
P08710377A0577|45 48|Grb2
P08710377A0577|117 119|Shc
P08710377A0577|124 126|BCR
P08710377A0577|71 90|amino-terminal domain
P08710377A0577|33 42|SH3 domains
P08710504A0995|20 23|Cat8
P08710504A0995|49 58|cat1 mutant
P08717391A0466|16 25|N-terminus
P08717391A0466|100 109|C-terminus
P08717391A0466|195 199|HBcAg
P08717391A0466|16 25|N-terminus
P08717559A0223|19 24|anti-D
P08717559A0223|19 24|anti-D
P08719155A0105|174 211|thrombospondin-related anonymous protein
P08719155A0105|213 216|TRAP
P08719156A0953|10 16|introns
P08719156A0953|52 67|open reading frame
P08719697A0221|101 103|KCS
P08720407A1386|68 88|inflammatory cytokines
P08720407A1386|95 112|interleukin-1 alpha
P08721989A1012|33 50|cytoplasmic domains
P08721989A1012|138 146|IL-2R beta
P08721989A1012|58 74|cytokine receptors
P08721999A0432|67 75|snoRNA U14
P08721999A0727|0 2|U24
P08722011A0103|25 36|GTPase domain
P08722011A0103|96 98|L11
P08722011A0103|162 180|mammalian protein L12
P08722011A0103|54 57|rRNA
P08722568A1001|26 41|replacement genes
P08722568A1001|103 127|replacement H3 histone genes
P08723352A0084|37 38|G1
P08723352A0084|107 140|retinoblastoma tumour suppressor gene
P08723352A0084|142 144|pRb
P08723352A0084|48 70|cyclin-dependent kinases
P08723883A1684|19 26|vitamin A
P08727992A0570|23 31|PGF2 alpha
P08728040T0000|27 61|extracellular signal-regulated kinase
P08728040T0000|75 90|Janus kinase-Stat
P08728040T0000|115 141|basic fibroblast growth factor
P08728040T0000|101 111|oncostatin M
P08728040T0000|63 71|Jun kinase
P08731222A0000|210 224|leucoagglutinin
P08731222A0000|226 230|PHA-L
P08731511A0625|11 20|fibrinogen
P08731511A0625|72 75|HCII
P08732665A0000|35 46|c-erbB-2 gene
P08732665A0000|229 231|IGF
P08732665A0000|248 268|epidermal growth factor
P08732665A0000|204 227|insulin-like growth factor
P08733123A0951|3 33|mature chromosome 4 FRG1 transcript
P08733874A0000|169 175|serum TG
P08740416A0239|20 23|Seb1
P08740416A0239|114 137|N-terminal signal sequence
P08740416A0239|99 108|C-terminus
P08740416A0919|3 6|SEB1
P08740416A0919|29 32|SEB2
P08748033A0874|12 15|cpxA
P08748033A0874|133 136|DegP
P08748033A0874|59 80|LamB-LacZ hybrid protein
P08749393A0783|32 37|210 kDa
P08749393A0783|126 159|amino-terminal proline-rich sequence
P08749393A0783|192 215|carboxy-terminal C2 domain
P08749393A0783|177 186|SH3 domains
P08749393A0783|94 111|p85 adaptor proteins
P08749394A0874|82 91|RBP-J kappa
P08749394A0874|131 159|mouse Notch1 and Drosophila Notch
P08749394A0874|117 128|RAM23 regions
P08750190A0000|59 63|exons
P08750190A0000|134 137|CD44
P08750702A0183|45 50|alpha1
P08751635A0135|67 69|CA1
P08751635A0135|71 73|CA3
P08754777A1214|17 29|T3R homodimers
P08754777A1214|3 7|upTRE
P08754777A1214|63 67|dnTRE
P08754802T0000|25 35|nuclear gene
P08754802T0000|106 121|nuclear receptors
P08754834A1097|6 21|genomic fragments
P08754834A1097|72 88|transcription unit
P08754834A1097|113 119|NN-84AG
P08754834A1097|32 52|novel response elements
P08754840A0793|50 53|Rho1
P08754840A0793|84 98|deltabem4 mutant
P08754852A0960|25 47|RCS cell-specific protein
P08754852A0960|94 101|RCS cells
P08755898A0339|117 122|avrBs2
P08756332A0000|12 23|Ras subfamily
P08756332A0000|95 119|putative effector molecules
P08756332A0000|153 195|Ral-specific guanine nucleotide exchange factor
P08756332A0000|197 203|Ral-GEF
P08756332A0000|129 146|protein kinase c-Raf
P08756332A0000|26 49|small GTP-binding proteins
P08756433A0282|29 42|promoter region
P08756433A0282|136 144|MAP1B gene
P08756556A0406|3 6|cDNA
P08756597A0854|62 69|psaB mRNA
P08756636T0000|26 42|yeast Rad51 protein
P08756636T0000|71 82|Srs2 helicase
P08757943A0876|50 72|thymidine kinase promoter
P08759870A1128|14 33|fbpA operator sequence
P08759870A1128|103 120|Fur repressor dimers
P08760286A0696|30 32|Vav
P08760286A0696|81 99|GTP-binding proteins
